349,GAME_END,,-,-,MisterX
timestamp,eventType,playerId,fromNode,toNode,details
349,GAME_END,,-,-,MisterX
timestamp,eventType,playerId,fromNode,toNode,details
377,GAME_END,,-,-,MisterX
timestamp,eventType,playerId,fromNode,toNode,details
104,GAME_END,,-,-,Detectives
timestamp,eventType,playerId,fromNode,toNode,details
395,GAME_END,,-,-,MisterX
timestamp,eventType,playerId,fromNode,toNode,details
365,GAME_END,,-,-,MisterX
timestamp,eventType,playerId,fromNode,toNode,details
325,GAME_END,,-,-,MisterX
timestamp,eventType,playerId,fromNode,toNode,details
84,GAME_END,,-,-,Detectives
timestamp,eventType,playerId,fromNode,toNode,details
408,GAME_END,,-,-,MisterX
timestamp,eventType,playerId,fromNode,toNode,details
74,GAME_END,,-,-,Detectives
timestamp,eventType,playerId,fromNode,toNode,details
416,GAME_END,,-,-,MisterX
timestamp,eventType,playerId,fromNode,toNode,details
350,GAME_END,,-,-,MisterX
timestamp,eventType,playerId,fromNode,toNode,details
347,GAME_END,,-,-,MisterX
timestamp,eventType,playerId,fromNode,toNode,details
352,GAME_END,,-,-,MisterX
timestamp,eventType,playerId,fromNode,toNode,details
373,GAME_END,,-,-,MisterX
timestamp,eventType,playerId,fromNode,toNode,details
257,GAME_END,,-,-,Detectives
timestamp,eventType,playerId,fromNode,toNode,details
439,GAME_END,,-,-,MisterX
timestamp,eventType,playerId,fromNode,toNode,details
419,GAME_END,,-,-,MisterX
timestamp,eventType,playerId,fromNode,toNode,details
80,GAME_END,,-,-,Detectives
timestamp,eventType,playerId,fromNode,toNode,details
370,GAME_END,,-,-,MisterX
timestamp,eventType,playerId,fromNode,toNode,details
427,GAME_END,,-,-,MisterX
timestamp,eventType,playerId,fromNode,toNode,details
387,GAME_END,,-,-,MisterX
timestamp,eventType,playerId,fromNode,toNode,details
465,GAME_END,,-,-,MisterX
timestamp,eventType,playerId,fromNode,toNode,details
572,GAME_END,,-,-,MisterX
timestamp,eventType,playerId,fromNode,toNode,details
469,GAME_END,,-,-,MisterX
